#{"t_start": 1631274958.9852774, "env_id": null}
r,l,t 
1.238095,11,318.731238
1.095238,5,318.752689
1.095238,5,318.775601
1.071429,4,318.794512
1.095238,5,318.818485
1.095238,5,318.841472
1.095238,5,318.865408
1.190476,9,318.902351
-0.833333,8,318.937977
1.285714,13,318.992023
1.095238,5,319.014936
1.071429,4,319.033954
1.119048,6,319.059753
1.238095,11,319.106626
1.095238,5,319.130529
1.190476,9,319.169424
1.142857,7,319.19838
1.095238,5,319.224278
1.095238,5,319.250208
-0.857143,7,319.284118
1.214286,10,319.330993
1.261905,12,319.383306
1.214286,10,319.431175
1.214286,10,319.669322
1.095238,5,319.692267
1.190476,9,319.734169
-0.880952,6,319.762733
1.166667,8,319.795645
1.071429,4,319.815629
1.095238,5,319.838528
1.095238,5,319.861467
1.095238,5,319.883912
1.142857,7,319.913579
1.238095,11,319.956789
-9.761905,11,320.000453
1.071429,4,320.0204
-0.761905,11,320.068239
1.261905,12,320.117069
1.119048,6,320.142041
1.095238,5,320.16498
1.214286,10,320.203837
1.119048,6,320.228772
1.071429,4,320.247769
1.071429,4,320.266628
1.095238,5,320.289113
1.071429,4,320.306068
1.071429,4,320.325017
1.190476,9,320.362513
1.166667,8,320.39369
1.119048,6,320.423094
1.119048,6,320.456006
1.095238,5,320.483986
1.166667,8,320.51672
1.095238,5,320.539128
1.166667,8,320.573175
1.071429,4,320.593121
1.071429,4,320.615054
1.095238,5,320.635522
1.285714,13,320.691166
1.095238,5,320.713147
1.095238,5,320.737136
1.142857,7,320.770044
-0.904762,5,320.987843
1.095238,5,321.010782
1.119048,6,321.038936
1.119048,6,321.064866
1.071429,4,321.084801
1.214286,10,321.129882
1.095238,5,321.154076
1.095238,5,321.17901
1.095238,5,321.201004
1.095238,5,321.225883
1.119048,6,321.255944
-0.928571,4,321.277474
1.095238,5,321.302408
1.166667,8,321.33732
1.095238,5,321.361002
1.095238,5,321.382944
1.095238,5,321.40688
1.238095,11,321.454394
1.095238,5,321.47886
-9.690476,14,321.53122
1.071429,4,321.550515
1.166667,8,321.585422
1.238095,11,321.634988
1.166667,8,321.669934
1.071429,4,321.687847
1.095238,5,321.711817
1.095238,5,321.736716
1.119048,6,321.767633
1.071429,4,321.787915
1.166667,8,321.825775
1.190476,9,321.871214
1.238095,11,321.921216
1.119048,6,321.953067
1.095238,5,321.977947
1.238095,11,322.051785
1.071429,4,322.071741
1.071429,4,322.093638
1.190476,9,322.138517
1.261905,12,322.192374
1.166667,8,322.427836
1.119048,6,322.455769
1.309524,14,322.516703
1.142857,7,322.546604
1.214286,10,322.589461
1.095238,5,322.609615
1.285714,13,322.665466
1.095238,5,322.688763
1.071429,4,322.710672
1.071429,4,322.731615
1.119048,6,322.758543
1.071429,4,322.776496
1.071429,4,322.794486
1.071429,4,322.814429
1.095238,5,322.836337
1.119048,6,322.864261
1.214286,10,322.906184
-0.785714,10,322.946042
1.071429,4,322.963994
1.071429,4,322.980949
-0.809524,9,323.02184
1.095238,5,323.045775
1.261905,12,323.097919
1.095238,5,323.121252
1.095238,5,323.145199
1.238095,11,323.19106
-0.809524,9,323.232915
1.095238,5,323.259843
1.095238,5,323.287769
-0.738095,12,323.341326
1.095238,5,323.36622
1.119048,6,323.39418
1.095238,5,323.416125
1.214286,10,323.457977
-0.809524,9,323.498867
1.119048,6,323.526228
1.190476,9,323.758974
1.071429,4,323.776285
1.214286,10,323.820069
1.261905,12,323.869662
1.071429,4,323.887649
1.142857,7,323.919528
1.238095,11,323.965406
1.095238,5,323.986386
1.190476,9,324.025246
1.095238,5,324.05018
1.119048,6,324.079102
1.095238,5,324.104224
1.309524,14,324.162903
1.071429,4,324.181852
-0.880952,6,324.21196
1.142857,7,324.244017
1.119048,6,324.272939
1.071429,4,324.293883
1.071429,4,324.312832
1.071429,4,324.333406
1.095238,5,324.356332
1.071429,4,324.376278
1.095238,5,324.402262
1.095238,5,324.427174
1.071429,4,324.44809
1.238095,11,324.494995
1.142857,7,324.52488
1.095238,5,324.559822
1.071429,4,324.589812
1.261905,12,324.643563
1.095238,5,324.669856
1.119048,6,324.699777
1.071429,4,324.719723
1.095238,5,324.743944
1.095238,5,324.767879
1.309524,14,324.827681
1.071429,4,324.847634
1.238095,11,324.897645
-9.833333,8,324.934503
-0.761905,11,325.188323
1.142857,7,325.223219
1.071429,4,325.240197
1.142857,7,325.272099
1.214286,10,325.316943
1.190476,9,325.357871
1.142857,7,325.389785
-0.809524,9,325.427607
1.285714,13,325.480466
1.071429,4,325.498962
1.095238,5,325.521014
1.095238,5,325.543153
-0.857143,7,325.572037
-0.880952,6,325.597968
1.119048,6,325.623898
1.214286,10,325.665728
1.142857,7,325.694648
1.309524,14,325.749794
1.119048,6,325.775727
1.119048,6,325.801661
-0.785714,10,325.840515
-0.880952,6,325.867442
1.095238,5,325.889384
1.095238,5,325.91332
1.190476,9,325.952183
1.071429,4,325.973127
-0.857143,7,326.008034
1.190476,9,326.048925
1.166667,8,326.084636
1.119048,6,326.111602
-0.738095,12,326.162462
1.071429,4,326.183372
-0.880952,6,326.212297
1.071429,4,326.23078
1.071429,4,326.249696
1.238095,11,326.521873
1.142857,7,326.55623
1.095238,5,326.578175
-0.761905,11,326.626708
1.190476,9,326.66301
-0.857143,7,326.694252
1.095238,5,326.718541
1.238095,11,326.763794
1.142857,7,326.795749
1.095238,5,326.81968
1.166667,8,326.856272
1.261905,12,326.912189
1.119048,6,326.940083
1.190476,9,326.987176
1.214286,10,327.053943
1.071429,4,327.074887
1.333333,15,327.14547
1.095238,5,327.170146
1.071429,4,327.189484
1.142857,7,327.221062
1.095238,5,327.244678
-9.666667,15,327.309826
1.095238,5,327.336753
-0.809524,9,327.378641
1.095238,5,327.404572
-9.833333,8,327.439479
1.119048,6,327.470759
1.309524,14,327.540487
1.214286,10,327.581761
1.071429,4,327.599321
-0.928571,4,327.622035
1.095238,5,327.649302
1.333333,15,327.903502
1.214286,10,327.94487
1.071429,4,327.964023
-0.833333,8,328.005506
1.214286,10,328.051592
1.119048,6,328.081478
1.166667,8,328.123231
1.071429,4,328.142889
1.285714,13,328.196456
1.095238,5,328.217678
1.095238,5,328.24061
1.095238,5,328.262511
1.119048,6,328.286487
1.142857,7,328.31537
1.166667,8,328.351273
1.071429,4,328.370223
1.095238,5,328.395916
-0.857143,7,328.433815
1.071429,4,328.457751
1.309524,14,328.51463
1.119048,6,328.541142
1.238095,11,328.584159
1.119048,6,328.609091
1.071429,4,328.628486
1.238095,11,328.678488
-0.809524,9,328.720572
1.142857,7,328.752923
1.071429,4,328.771544
1.142857,7,328.797153
1.119048,6,328.821519
1.190476,9,328.855229
1.095238,5,328.878615
1.142857,7,328.909964
1.095238,5,328.93429
1.119048,6,328.962258
1.166667,8,328.996211
1.095238,5,329.017657
1.214286,10,329.251728
1.119048,6,329.278244
1.166667,8,329.313161
1.095238,5,329.33612
1.190476,9,329.371474
1.190476,9,329.40698
1.071429,4,329.426258
1.119048,6,329.45416
1.071429,4,329.473297
-0.809524,9,329.512576
1.142857,7,329.597957
1.095238,5,329.621356
1.142857,7,329.650636
1.119048,6,329.67354
1.166667,8,329.709346
1.095238,5,329.731287
-0.785714,10,329.775289
1.071429,4,329.794236
1.119048,6,329.822175
1.214286,10,329.865047
1.261905,12,329.912881
1.095238,5,329.93582
1.071429,4,329.953772
1.119048,6,329.981697
1.071429,4,330.001097
1.071429,4,330.019043
1.095238,5,330.04195
1.119048,6,330.071923
1.214286,10,330.111947
1.095238,5,330.132891
1.119048,6,330.160098
1.285714,13,330.212334
-0.833333,8,330.246206
1.071429,4,330.265155
1.142857,7,330.298572
1.119048,6,330.326498
1.214286,10,330.372806
1.095238,5,330.395751
-0.714286,13,330.647331
1.166667,8,330.68254
1.357143,16,330.746561
-0.833333,8,330.782346
1.142857,7,330.815176
1.142857,7,330.84709
1.071429,4,330.866999
1.095238,5,330.892967
-0.833333,8,330.928618
-0.785714,10,330.972501
1.095238,5,330.995439
1.095238,5,331.01828
-0.738095,12,331.065168
1.071429,4,331.087126
1.071429,4,331.105023
1.071429,4,331.120981
1.166667,8,331.153928
-0.809524,9,331.188838
-0.809524,9,331.226698
1.095238,5,331.251632
1.238095,11,331.301499
1.190476,9,331.342388
-0.809524,9,331.422175
1.095238,5,331.477029
1.166667,8,331.55881
1.071429,4,331.603691
1.095238,5,331.655335
1.071429,4,331.69345
1.071429,4,331.717387
1.166667,8,331.781215
1.095238,5,331.81313
1.238095,11,331.886932
1.095238,5,331.911865
1.214286,10,331.95874
1.285714,13,332.378618
1.214286,10,332.43746
1.095238,5,332.488324
-0.761905,11,332.552154
1.190476,9,332.597087
1.214286,10,332.642948
1.095238,5,332.666885
1.095238,5,332.691818
1.095238,5,332.714719
1.095238,5,332.736703
-9.666667,15,332.797497
1.095238,5,332.82138
1.095238,5,332.845279
1.095238,5,332.873204
1.190476,9,332.921494
1.095238,5,332.94318
1.119048,6,332.966121
1.238095,11,333.013944
1.238095,11,333.0611
1.261905,12,333.109197
1.261905,12,333.157629
1.095238,5,333.178572
1.095238,5,333.199558
1.261905,12,333.25038
1.095238,5,333.274316
1.119048,6,333.301452
-0.738095,12,333.352258
1.071429,4,333.371245
1.071429,4,333.388199
1.071429,4,333.406854
1.309524,14,333.4626
1.095238,5,333.486661
1.095238,5,333.510634
1.166667,8,333.546172
1.333333,15,333.799971
1.071429,4,333.818551
1.095238,5,333.842493
1.190476,9,333.878149
1.238095,11,333.924324
1.119048,6,333.950731
1.119048,6,333.978656
1.142857,7,334.008576
1.095238,5,334.029831
1.119048,6,334.054358
1.071429,4,334.072544
1.309524,14,334.13242
1.071429,4,334.151331
1.095238,5,334.172275
1.285714,13,334.2265
1.166667,8,334.259068
1.261905,12,334.311535
1.071429,4,334.330504
1.119048,6,334.35841
1.095238,5,334.380314
1.119048,6,334.405285
1.214286,10,334.444143
1.071429,4,334.461097
1.119048,6,334.488025
-0.904762,5,334.509037
1.119048,6,334.535965
-0.833333,8,334.573864
1.095238,5,334.5978
1.095238,5,334.620738
1.119048,6,334.643343
1.095238,5,334.664327
1.119048,6,334.691256
1.095238,5,334.714363
1.071429,4,334.733381
1.119048,6,334.760257
1.142857,7,334.789181
1.095238,5,334.810164
1.119048,6,334.833063
1.190476,9,335.062248
1.166667,8,335.096956
1.166667,8,335.130865
1.095238,5,335.155798
1.214286,10,335.195074
1.095238,5,335.216053
1.095238,5,335.239954
1.238095,11,335.283122
1.142857,7,335.315037
1.309524,14,335.376064
1.095238,5,335.399278
1.119048,6,335.4272
-0.809524,9,335.465058
-0.809524,9,335.502958
1.071429,4,335.522941
1.071429,4,335.541853
1.071429,4,335.558808
1.071429,4,335.577757
-0.809524,9,335.615694
1.095238,5,335.638937
1.095238,5,335.660328
1.071429,4,335.67828
1.309524,14,335.731138
1.071429,4,335.74909
1.071429,4,335.768126
1.071429,4,335.788178
1.071429,4,335.80659
1.119048,6,335.831861
-9.595238,18,335.900676
1.071429,4,335.92162
-0.833333,8,335.956087
1.238095,11,336.000912
1.166667,8,336.034266
1.095238,5,336.057205
1.238095,11,336.102195
-9.666667,15,336.353537
1.095238,5,336.37544
1.071429,4,336.394036
-0.833333,8,336.432931
-9.690476,14,336.492119
1.214286,10,336.535336
1.095238,5,336.559314
1.095238,5,336.582216
1.166667,8,336.618157
1.071429,4,336.63811
1.166667,8,336.674008
1.071429,4,336.692959
1.166667,8,336.727825
1.095238,5,336.746774
1.190476,9,336.782678
1.095238,5,336.805657
1.095238,5,336.825853
1.214286,10,336.867833
1.142857,7,336.897537
1.095238,5,336.918401
1.119048,6,336.944271
1.095238,5,336.965174
1.095238,5,336.985181
1.190476,9,337.02551
1.261905,12,337.079287
1.071429,4,337.099016
1.095238,5,337.123464
1.261905,12,337.172363
1.095238,5,337.19204
1.190476,9,337.226681
1.142857,7,337.25656
1.119048,6,337.281357
1.095238,5,337.301258
1.142857,7,337.332799
1.190476,9,337.368509
1.071429,4,337.387418
1.214286,10,337.42731
1.166667,8,337.657064
1.214286,10,337.700679
1.095238,5,337.724615
1.095238,5,337.748551
1.095238,5,337.772832
1.071429,4,337.790784
1.095238,5,337.812726
1.071429,4,337.831112
1.071429,4,337.851058
1.071429,4,337.869961
1.071429,4,337.888949
-0.904762,5,337.912884
1.095238,5,337.935823
1.095238,5,337.95976
1.119048,6,337.98569
1.095238,5,338.009626
-0.880952,6,338.038547
1.095238,5,338.061485
1.261905,12,338.10932
1.071429,4,338.127272
1.285714,13,338.181168
1.190476,9,338.22238
1.238095,11,338.268265
1.214286,10,338.311149
1.071429,4,338.331056
1.071429,4,338.349008
-0.880952,6,338.376697
1.095238,5,338.396683
1.119048,6,338.421578
1.071429,4,338.439178
1.142857,7,338.469098
1.142857,7,338.500708
1.095238,5,338.525641
1.095238,5,338.5496
1.071429,4,338.571542
1.095238,5,338.596375
1.142857,7,338.626683
1.119048,6,338.652322
1.095238,5,338.67526
1.071429,4,338.694763
1.071429,4,338.712121
1.119048,6,338.736039
1.190476,9,338.772333
1.166667,8,339.000663
1.095238,5,339.024486
1.214286,10,339.063336
1.095238,5,339.086275
1.071429,4,339.106272
1.095238,5,339.126165
1.095238,5,339.149214
-0.880952,6,339.178432
-0.809524,9,339.223308
1.071429,4,339.242281
1.095238,5,339.265268
1.166667,8,339.299177
1.190476,9,339.335064
-0.880952,6,339.363303
1.119048,6,339.389867
1.261905,12,339.440023
1.095238,5,339.46347
1.238095,11,339.510034
1.190476,9,339.548933
1.095238,5,339.572829
1.142857,7,339.601751
1.071429,4,339.618706
-0.785714,10,339.661591
1.333333,15,339.722674
-0.928571,4,339.743655
1.095238,5,339.766565
1.285714,13,339.820421
1.190476,9,339.8589
-0.857143,7,339.890828
1.071429,4,339.909728
-0.857143,7,339.93865
1.190476,9,339.973586
1.214286,10,340.016554
1.071429,4,340.037461
1.095238,5,340.060399
1.119048,6,340.084335
1.166667,8,340.31812
1.214286,10,340.362658
1.166667,8,340.397677
-0.761905,11,340.440058
1.142857,7,340.470939
1.071429,4,340.489925
1.095238,5,340.513862
1.095238,5,340.536801
1.071429,4,340.555712
1.071429,4,340.5747
1.071429,4,340.592653
1.119048,6,340.615754
1.071429,4,340.632671
1.119048,6,340.657604
1.071429,4,340.676553
1.071429,4,340.694911
1.190476,9,340.734063
-0.785714,10,340.777601
1.071429,4,340.7946
1.166667,8,340.828506
1.142857,7,340.86143
1.166667,8,340.895322
1.095238,5,340.91827
1.071429,4,340.938172
1.119048,6,340.966136
1.071429,4,340.985046
-0.809524,9,341.022945
-0.857143,7,341.054898
1.095238,5,341.078155
-0.690476,14,341.136006
-0.714286,13,341.193849
1.214286,10,341.233757
1.166667,8,341.264622
1.119048,6,341.289556
1.119048,6,341.312494
1.095238,5,341.334828
1.095238,5,341.358763
1.214286,10,341.405601
1.166667,8,341.63571
1.071429,4,341.654773
1.119048,6,341.684118
1.166667,8,341.716033
1.095238,5,341.736439
1.071429,4,341.754422
1.142857,7,341.784157
1.095238,5,341.806099
1.142857,7,341.836647
1.095238,5,341.85984
1.071429,4,341.878166
1.119048,6,341.909033
-0.642857,16,341.993807
1.190476,9,342.036007
1.071429,4,342.052926
1.261905,12,342.102092
1.095238,5,342.126028
1.190476,9,342.15973
1.095238,5,342.181672
1.095238,5,342.20561
1.214286,10,342.249343
1.238095,11,342.297182
1.309524,14,342.357387
1.190476,9,342.395631
1.190476,9,342.434546
-0.833333,8,342.469402
1.095238,5,342.49139
1.095238,5,342.512332
-0.904762,5,342.536261
1.190476,9,342.575156
-0.809524,9,342.613138
1.071429,4,342.633091
1.095238,5,342.653002
-0.761905,11,342.697881
1.119048,6,342.724809
1.142857,7,342.945764
1.071429,4,342.964716
1.071429,4,342.984669
1.071429,4,343.003614
1.095238,5,343.027512
1.142857,7,343.063416
1.095238,5,343.090344
1.309524,14,343.151174
1.214286,10,343.192976
1.071429,4,343.20997
1.095238,5,343.230875
1.071429,4,343.248827
-0.928571,4,343.268773
1.071429,4,343.286765
1.071429,4,343.30472
1.071429,4,343.322322
1.238095,11,343.3679
1.095238,5,343.388844
1.190476,9,343.427777
1.190476,9,343.463973
1.095238,5,343.486208
1.095238,5,343.510144
1.166667,8,343.545051
1.095238,5,343.567711
1.190476,9,343.607561
1.095238,5,343.630538
1.119048,6,343.657428
1.190476,9,343.696357
1.261905,12,343.743198
1.261905,12,343.793064
1.095238,5,343.814779
1.238095,11,343.853636
1.071429,4,343.873182
1.166667,8,343.906876
1.071429,4,343.925202
1.095238,5,343.950099
1.071429,4,343.971043
-0.761905,11,344.029886
1.261905,12,344.282586
1.095238,5,344.3038
1.214286,10,344.347761
1.166667,8,344.382194
1.095238,5,344.403117
1.238095,11,344.449146
1.071429,4,344.468102
1.119048,6,344.496021
1.071429,4,344.516965
1.142857,7,344.547882
1.095238,5,344.570824
-0.833333,8,344.607687
-0.761905,11,344.655597
1.095238,5,344.678495
1.071429,4,344.694452
1.071429,4,344.71041
1.071429,4,344.729419
1.071429,4,344.747801
1.214286,10,344.787364
1.261905,12,344.836796
-9.761905,11,344.881673
1.095238,5,344.904615
-9.833333,8,344.93749
1.071429,4,344.956439
1.309524,14,345.01931
1.071429,4,345.039257
1.214286,10,345.080145
1.095238,5,345.103086
1.095238,5,345.126024
1.285714,13,345.179878
1.071429,4,345.199825
1.095238,5,345.222726
1.071429,4,345.240678
1.071429,4,345.258663
1.214286,10,345.296528
1.357143,16,345.360907
1.095238,5,345.579572
1.071429,4,345.597529
1.214286,10,345.641373
-0.857143,7,345.678274
1.071429,4,345.698781
1.095238,5,345.720816
1.214286,10,345.764603
-0.785714,10,345.809484
1.214286,10,345.850154
1.071429,4,345.869104
1.071429,4,345.889051
1.261905,12,345.935468
1.119048,6,345.959936
1.071429,4,345.978885
1.095238,5,346.001823
1.119048,6,346.027833
1.071429,4,346.045105
1.095238,5,346.067046
1.071429,4,346.086992
1.071429,4,346.107298
1.166667,8,346.140171
1.071429,4,346.157126
1.095238,5,346.179067
1.071429,4,346.196021
1.214286,10,346.237909
1.095238,5,346.259851
1.214286,10,346.299565
1.190476,9,346.337429
1.214286,10,346.381311
1.166667,8,346.412993
1.142857,7,346.441739
1.142857,7,346.469708
1.238095,11,346.518098
1.119048,6,346.544029
1.071429,4,346.560983
1.119048,6,346.586607
-0.833333,8,346.620517
1.119048,6,346.648443
1.095238,5,346.670485
1.071429,4,346.880873
1.214286,10,346.928713
-0.761905,11,346.977869
1.095238,5,346.99964
-0.857143,7,347.031235
1.166667,8,347.064147
1.095238,5,347.08562
1.119048,6,347.109917
1.071429,4,347.129191
1.190476,9,347.166092
1.095238,5,347.189707
1.071429,4,347.208618
1.142857,7,347.242566
1.214286,10,347.281461
1.190476,9,347.320355
1.071429,4,347.338307
-0.833333,8,347.376207
1.095238,5,347.399144
1.166667,8,347.438004
1.095238,5,347.461067
1.095238,5,347.4845
1.261905,12,347.534624
1.190476,9,347.573518
1.119048,6,347.601446
1.238095,11,347.64732
1.095238,5,347.67026
1.095238,5,347.694193
1.071429,4,347.712149
1.095238,5,347.736085
1.071429,4,347.755034
1.166667,8,347.789943
1.071429,4,347.808899
1.095238,5,347.828798
1.190476,9,347.862707
1.166667,8,347.894661
1.095238,5,347.915607
1.071429,4,347.933518
1.333333,15,347.991364
-0.809524,9,348.220119
1.119048,6,348.246994
1.119048,6,348.275079
1.238095,11,348.321825
1.214286,10,348.365909
1.071429,4,348.38615
1.214286,10,348.425377
-9.666667,15,348.482231
1.119048,6,348.506159
1.119048,6,348.53309
1.071429,4,348.551043
1.261905,12,348.597634
1.190476,9,348.63338
1.142857,7,348.661126
1.071429,4,348.678531
1.095238,5,348.699594
1.095238,5,348.721535
1.142857,7,348.752491
1.190476,9,348.788078
1.071429,4,348.80603
1.190476,9,348.844927
1.166667,8,348.8819
1.095238,5,348.904839
1.071429,4,348.925155
1.071429,4,348.945692
1.071429,4,348.964674
1.095238,5,348.988615
1.071429,4,349.008525
1.119048,6,349.037445
1.166667,8,349.072352
1.095238,5,349.097286
1.142857,7,349.131195
1.119048,6,349.161115
-0.761905,11,349.216966
1.119048,6,349.247883
1.095238,5,349.272856
1.238095,11,349.325677
1.095238,5,349.554821
1.119048,6,349.583575
1.095238,5,349.608471
1.119048,6,349.637128
1.071429,4,349.656079
-0.809524,9,349.696941
1.190476,9,349.731848
1.166667,8,349.76605
1.071429,4,349.784061
1.071429,4,349.802046
1.071429,4,349.820157
1.095238,5,349.839146
1.142857,7,349.871062
1.095238,5,349.893999
-9.785714,10,349.93485
1.071429,4,349.9538
1.071429,4,349.973329
1.095238,5,349.998806
-0.880952,6,350.027955
1.238095,11,350.069577
1.095238,5,350.092517
1.214286,10,350.135311
1.095238,5,350.157552
1.214286,10,350.201442
1.071429,4,350.221382
1.095238,5,350.243285
1.119048,6,350.268219
1.214286,10,350.310302
1.095238,5,350.330677
1.071429,4,350.348629
1.071429,4,350.367577
1.166667,8,350.399606
-0.904762,5,350.421508
1.142857,7,350.449737
1.071429,4,350.466341
1.095238,5,350.486736
1.071429,4,350.505599
1.071429,4,350.523544
1.095238,5,350.546663
1.238095,11,350.594157
1.071429,4,350.610115
1.071429,4,350.628126
1.119048,6,350.654913
1.238095,11,350.896901
1.071429,4,350.91691
1.095238,5,350.938631
1.071429,4,350.955624
-0.857143,7,350.988476
1.071429,4,351.005468
1.119048,6,351.032398
-0.738095,12,351.083223
-9.690476,14,351.136082
1.071429,4,351.154752
1.214286,10,351.195724
1.190476,9,351.234695
1.214286,10,351.272634
1.238095,11,351.31847
1.095238,5,351.339415
1.214286,10,351.381498
1.119048,6,351.407952
1.119048,6,351.434022
-0.833333,8,351.465898
1.095238,5,351.48784
1.238095,11,351.53676
1.142857,7,351.568003
1.309524,14,351.628525
1.142857,7,351.665427
1.142857,7,351.695285
1.095238,5,351.717553
1.071429,4,351.733998
-0.785714,10,351.777842
1.142857,7,351.807761
1.095238,5,351.830699
-0.857143,7,351.864609
1.095238,5,351.887547
1.095238,5,351.907967
1.071429,4,351.925293
1.095238,5,351.948232
1.142857,7,352.172444
1.238095,11,352.223519
1.095238,5,352.244943
1.071429,4,352.263229
1.071429,4,352.282964
1.071429,4,352.299396
-0.833333,8,352.336246
1.095238,5,352.360182
1.071429,4,352.380256
1.071429,4,352.398105
1.238095,11,352.441028
1.095238,5,352.463968
1.095238,5,352.486907
1.261905,12,352.536771
1.071429,4,352.554686
1.095238,5,352.574633
-0.785714,10,352.618135
-0.738095,12,352.667398
1.190476,9,352.705667
1.071429,4,352.72487
1.071429,4,352.744557
1.285714,13,352.79859
1.119048,6,352.821515
1.238095,11,352.864413
1.142857,7,352.892289
1.071429,4,352.909295
1.119048,6,352.934227
1.261905,12,352.983047
-0.738095,12,353.033952
1.095238,5,353.054854
1.190476,9,353.087767
1.071429,4,353.104721
1.166667,8,353.13863
1.071429,4,353.15758
1.142857,7,353.18983
-0.785714,10,353.236769
1.095238,5,353.453636
1.095238,5,353.475577
-0.809524,9,353.516923
1.071429,4,353.535872
1.071429,4,353.553905
1.095238,5,353.574849
1.119048,6,353.60195
1.095238,5,353.62308
1.071429,4,353.642029
1.095238,5,353.665967
1.071429,4,353.685444
1.071429,4,353.702398
-0.785714,10,353.742388
1.071429,4,353.758354
1.142857,7,353.789272
1.142857,7,353.819189
1.095238,5,353.842131
1.214286,10,353.884151
1.214286,10,353.926039
1.238095,11,353.97322
1.214286,10,354.0151
1.071429,4,354.031057
1.142857,7,354.05902
1.071429,4,354.076934
1.119048,6,354.103898
1.166667,8,354.137816
1.214286,10,354.177665
1.071429,4,354.19766
1.190476,9,354.23339
1.285714,13,354.285438
1.285714,13,354.339501
1.095238,5,354.363398
1.071429,4,354.381388
1.119048,6,354.406328
1.095238,5,354.431255
1.261905,12,354.484112
1.095238,5,354.507014
1.095238,5,354.532945
1.095238,5,354.55531
1.142857,7,354.778728
1.190476,9,354.816025
-0.809524,9,354.85497
1.095238,5,354.876766
1.071429,4,354.895715
1.166667,8,354.931619
1.095238,5,354.952821
1.285714,13,355.005109
1.095238,5,355.030659
-0.833333,8,355.067932
1.095238,5,355.092864
1.119048,6,355.119796
1.071429,4,355.13974
1.142857,7,355.170656
1.214286,10,355.211662
1.095238,5,355.234601
1.238095,11,355.280606
1.119048,6,355.304732
1.095238,5,355.325715
1.238095,11,355.371231
1.071429,4,355.390182
1.166667,8,355.422058
1.357143,16,355.485924
1.095238,5,355.505984
1.095238,5,355.527928
1.095238,5,355.552968
1.119048,6,355.579864
1.142857,7,355.609823
1.309524,14,355.664679
1.142857,7,355.692599
1.095238,5,355.715132
1.119048,6,355.741829
1.142857,7,355.772955
1.214286,10,355.81381
1.214286,10,356.057618
1.119048,6,356.082541
1.071429,4,356.101722
1.238095,11,356.146194
1.071429,4,356.164756
1.095238,5,356.185324
1.095238,5,356.207658
1.119048,6,356.233625
1.095238,5,356.257216
1.095238,5,356.281141
1.142857,7,356.311065
1.119048,6,356.338996
1.095238,5,356.359897
1.095238,5,356.381838
1.071429,4,356.39979
1.214286,10,356.439828
1.095238,5,356.459472
-9.785714,10,356.501229
1.071429,4,356.520002
1.166667,8,356.558867
1.071429,4,356.581806
1.071429,4,356.601168
1.142857,7,356.628892
1.071429,4,356.647399
1.119048,6,356.671313
1.071429,4,356.690227
1.095238,5,356.717156
1.095238,5,356.743257
1.071429,4,356.763504
1.142857,7,356.793719
1.071429,4,356.813629
1.095238,5,356.832577
1.214286,10,356.87247
1.190476,9,356.90888
1.071429,4,356.925835
1.238095,11,356.970715
1.214286,10,357.010525
1.071429,4,357.027518
1.214286,10,357.069032
1.071429,4,357.087877
1.166667,8,357.121452
1.071429,4,357.139405
-0.761905,11,357.385319
1.119048,6,357.41125
1.166667,8,357.444861
1.095238,5,357.468797
1.119048,6,357.493671
1.095238,5,357.515786
1.095238,5,357.535834
1.095238,5,357.559565
1.071429,4,357.578478
1.190476,9,357.615899
1.119048,6,357.641541
1.142857,7,357.672979
1.190476,9,357.712018
1.285714,13,357.766176
1.071429,4,357.785088
1.071429,4,357.800048
1.119048,6,357.824981
1.214286,10,357.867041
1.214286,10,357.904753
1.095238,5,357.9277
1.214286,10,357.969539
-0.857143,7,358.001454
1.214286,10,358.045336
1.142857,7,358.074037
-0.857143,7,358.104663
1.142857,7,358.135572
-0.904762,5,358.158886
1.190476,9,358.196747
1.238095,11,358.242665
1.071429,4,358.261613
1.095238,5,358.285509
1.166667,8,358.317459
1.095238,5,358.339365
1.071429,4,358.357317
-9.738095,12,358.406187
1.238095,11,358.451803
1.095238,5,358.668104
1.071429,4,358.687057
-0.809524,9,358.72581
-0.928571,4,358.745757
1.119048,6,358.772685
1.309524,14,358.825931
1.190476,9,358.866206
-0.880952,6,358.891387
1.214286,10,358.93289
1.095238,5,358.954024
1.119048,6,358.978082
-0.880952,6,359.006588
1.071429,4,359.025537
1.071429,4,359.046157
1.095238,5,359.069095
1.119048,6,359.097374
1.261905,12,359.145913
1.119048,6,359.171622
1.119048,6,359.196982
1.071429,4,359.21593
-0.714286,13,359.274973
1.119048,6,359.304006
1.095238,5,359.324415
1.238095,11,359.366338
1.071429,4,359.384836
1.166667,8,359.420056
1.166667,8,359.454021
1.071429,4,359.47078
1.119048,6,359.496711
1.119048,6,359.521644
1.071429,4,359.539629
1.095238,5,359.559576
1.119048,6,359.586068
-0.904762,5,359.611004
-9.714286,13,359.662824
1.119048,6,359.6908
-0.738095,12,359.738661
1.142857,7,359.997929
1.071429,4,360.017874
-0.904762,5,360.044803
1.095238,5,360.096664
1.095238,5,360.151517
1.071429,4,360.197395
1.095238,5,360.253245
1.095238,5,360.308098
1.095238,5,360.360957
1.166667,8,360.427778
1.071429,4,360.472659
1.261905,12,360.572392
1.071429,4,360.603431
1.166667,8,360.645197
1.071429,4,360.668135
